filename,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127
010.png,1,0.0,0.0,0.0,10.647263,7.207366,0.0,0.0,7.006754,0.0,0.0,0.0,0.0,0.0,0.0,17.906752,0.0,17.091888,0.0,15.805981,0.14750087,1.1149138,0.0,0.0,0.0,24.87506,0.0,8.023242,0.0,0.0,0.0,0.0,0.35283384,0.0,15.63628,15.711803,0.0,0.0,0.0,9.789678,0.0,0.0,0.0,0.0,0.0,0.0,13.386565,0.0,9.684221,14.711331,8.002414,12.841327,7.789449,0.0,0.0,14.8413315,0.0,0.0,0.0,0.0,0.0,0.0,14.349185,0.0,15.952152,0.06341511,0.0,0.0,9.978114,0.0,3.6786296,1.7178438,13.669378,9.750345,0.0,0.0,16.335003,0.0,19.144007,0.0,10.637761,0.0,0.0,0.0,20.103233,22.92339,3.7227254,2.9661858,0.0,0.0,0.0,2.9067736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.642889,0.0,4.322718,0.0,1.4377193,0.0,17.96313,0.18643068,0.0,20.163956,0.4428494,5.662543,0.0,7.5197325,1.015466,0.0,0.0,0.0,0.0,0.0,14.39824,0.0,0.0,0.0,0.0,0.0,0.0,4.808272,0.0,0.0
011.png,1,0.0,0.0,0.0,19.307058,13.943583,0.0,0.0,13.079668,0.0,0.0,0.0,0.0,0.0,0.0,35.17555,0.0,32.591496,0.0,30.719381,0.0,1.5156535,0.0,0.0,0.0,47.307682,0.0,14.753946,0.0,0.0,0.0,0.0,1.1719869,0.0,28.697002,30.304333,0.0,0.0,0.0,18.62789,0.0,0.0,0.0,0.0,0.0,0.0,25.359022,0.0,19.562527,27.767035,15.270897,24.597864,15.377663,0.0,0.0,27.879889,0.0,0.0,0.0,0.0,0.0,0.0,27.0293,0.0,30.23435,0.76510906,0.0,0.0,18.040073,0.0,8.23303,3.622908,25.151897,17.327562,0.0,0.0,31.816292,0.0,36.99878,0.0,20.052326,0.0,0.0,0.0,37.92456,43.186535,7.24767,5.162994,0.0,0.0,0.0,5.5970087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.389363,0.0,8.281789,0.0,1.8096409,0.0,34.791565,0.4489158,0.0,38.114067,0.57762116,10.768506,0.0,15.218874,1.7007601,0.0,0.0,0.0,0.0,0.0,27.559132,0.0,0.0,0.0,0.0,0.0,0.0,8.982835,0.0,0.0
012.png,1,0.0,0.0,0.0,26.027832,18.643166,0.0,0.0,17.943472,0.0,0.0,0.0,0.0,0.0,0.0,47.564262,0.0,43.14768,0.0,41.950768,0.5949862,2.2001576,0.0,0.0,0.0,63.287434,0.0,19.604351,0.0,0.0,0.0,0.0,1.8384057,0.0,38.808006,40.748596,0.0,0.0,0.0,24.347841,0.0,0.0,0.0,0.0,0.0,0.0,33.66399,0.0,26.923954,37.27416,20.327057,32.440628,21.226244,0.0,0.0,36.496807,0.0,0.0,0.0,0.0,0.0,0.0,36.388092,0.0,40.434414,1.8058201,0.0,0.0,24.230621,0.0,11.467639,4.1489196,33.21058,22.979452,0.0,0.0,43.064938,0.0,49.919453,0.0,26.8861,0.0,0.0,0.0,50.873234,58.155807,9.025628,6.5933285,0.0,0.0,0.0,6.7781706,0.0,0.0,0.0,0.0,0.34413308,0.0,0.0,12.456899,0.0,11.232006,0.0,3.2308626,0.0,47.086758,1.322416,0.0,51.732788,0.8833639,14.784244,0.0,20.484987,2.2880096,0.0,0.0,0.0,0.0,0.0,37.321575,0.0,0.0,0.0,0.0,0.0,0.0,12.178681,0.0,0.0
013.png,1,0.0,0.0,0.0,10.640269,7.4676814,0.0,0.0,7.097541,0.0,0.0,0.0,0.0,0.0,0.0,18.59266,0.0,17.31402,0.0,15.974668,0.0,1.1925722,0.0,0.0,0.0,25.063517,0.0,8.131736,0.0,0.0,0.0,0.0,0.0,0.0,15.561136,15.828298,0.0,0.0,0.0,10.359361,0.0,0.0,0.0,0.0,0.0,0.0,13.41367,0.0,9.95051,14.650326,8.309164,12.978878,8.258778,0.0,0.0,14.859264,0.0,0.0,0.0,0.0,0.0,0.0,14.56008,0.0,16.455782,0.09470338,0.0,0.0,9.692696,0.0,4.0123234,2.0061383,13.681287,9.236388,0.0,0.0,16.895706,0.0,19.659592,0.0,11.07903,0.0,0.0,0.0,20.09871,23.492159,3.3739054,2.6701643,0.0,0.0,0.0,2.8107939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8838515,0.0,4.0911555,0.0,1.193336,0.0,18.546192,0.13905607,0.0,20.351017,0.6020183,5.500882,0.0,7.910653,1.0054686,0.0,0.0,0.0,0.0,0.0,13.650849,0.0,0.0,0.0,0.0,0.0,0.0,4.9892282,0.0,0.0
014.png,1,0.0,0.0,0.0,12.163276,8.428243,0.0,0.0,7.5222235,0.0,0.0,0.0,0.0,0.0,0.0,20.658825,0.0,20.015686,0.0,17.984423,0.0,1.1840544,0.0,0.0,0.0,28.739086,0.0,9.009476,0.0,0.0,0.0,0.0,0.0,0.0,18.167027,17.852692,0.0,0.0,0.0,11.467272,0.0,0.0,0.0,0.0,0.0,0.0,14.781597,0.0,11.296658,16.846598,9.544546,15.376776,9.439529,0.0,0.0,16.684504,0.0,0.0,0.0,0.0,0.0,0.0,16.344084,0.0,18.46065,0.07816538,0.0,0.0,11.246789,0.0,4.771066,2.4799078,15.910031,10.969115,0.0,0.0,19.46055,0.0,22.328186,0.0,12.449981,0.0,0.0,0.0,22.707767,26.647768,4.026512,3.3662608,0.0,0.0,0.0,3.172441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.514649,0.0,4.954092,0.0,0.5323601,0.0,20.679962,0.82073855,0.0,22.75595,0.41653728,6.015109,0.0,8.957058,1.2936908,0.0,0.0,0.0,0.0,0.0,15.895195,0.0,0.0,0.0,0.0,0.0,0.0,5.998622,0.0,0.0
015.png,1,0.0,0.0,0.0,21.096474,14.919074,0.0,0.0,14.018991,0.0,0.0,0.0,0.0,0.0,0.0,37.50002,0.0,35.108074,0.0,33.101383,0.0,1.7335392,0.0,0.0,0.0,51.05955,0.0,15.604869,0.0,0.0,0.0,0.0,1.2515277,0.0,31.003,32.74609,0.0,0.0,0.0,20.031488,0.0,0.0,0.0,0.0,0.0,0.0,26.935625,0.0,21.4303,29.946535,16.073925,26.04722,16.8611,0.0,0.0,29.91129,0.0,0.0,0.0,0.0,0.0,0.0,29.10699,0.0,32.233276,0.85038173,0.0,0.0,19.654861,0.0,8.952634,3.7459166,27.024307,18.562674,0.0,0.0,34.42368,0.0,39.844284,0.0,21.321709,0.0,0.0,0.0,41.12424,46.478928,7.4416723,5.663492,0.0,0.0,0.0,5.6629515,0.0,0.0,0.0,0.0,0.03434913,0.0,0.0,10.22184,0.0,9.106299,0.0,2.043233,0.0,37.24038,0.97917616,0.0,41.58535,0.36275283,11.552018,0.0,16.404757,2.0471194,0.0,0.0,0.0,0.0,0.0,30.116917,0.0,0.0,0.0,0.0,0.0,0.0,9.820249,0.0,0.0
016.png,1,0.0,0.0,0.0,15.469246,10.368956,0.0,0.0,9.925364,0.0,0.0,0.0,0.0,0.0,0.0,26.111252,0.0,23.847878,0.0,21.63407,0.33137393,1.5400577,0.0,0.0,0.0,34.986847,0.0,10.756253,0.0,0.0,0.0,0.0,0.9387123,0.0,21.706789,22.328491,0.0,0.0,0.0,13.616964,0.0,0.0,0.0,0.0,0.0,0.0,18.321218,0.0,14.440654,20.44568,10.932768,18.216585,11.262417,0.0,0.0,21.089792,0.0,0.0,0.0,0.0,0.0,0.0,20.52897,0.0,22.43967,0.37877584,0.0,0.0,14.13518,0.0,5.8472238,2.6174629,18.951271,13.325387,0.0,0.0,23.622425,0.0,27.484001,0.0,15.091313,0.0,0.0,0.0,28.193796,32.209557,5.04249,3.9749234,0.0,0.0,0.0,4.313546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69931,0.0,6.1840935,0.0,1.3922768,0.0,25.520424,0.4459363,0.0,28.456688,0.6825223,8.210952,0.0,10.9368,1.3830796,0.0,0.0,0.0,0.0,0.0,20.390345,0.0,0.0,0.0,0.0,0.0,0.0,6.977074,0.0,0.0
017.png,1,0.0,0.0,0.0,15.465632,11.015542,0.0,0.0,10.34435,0.0,0.0,0.0,0.0,0.0,0.0,28.416962,0.0,26.53637,0.0,25.344717,0.0,1.1898465,0.0,0.0,0.0,38.53726,0.0,11.857242,0.0,0.0,0.0,0.0,0.7484206,0.0,23.38245,24.899998,0.0,0.0,0.0,15.268051,0.0,0.0,0.0,0.0,0.0,0.0,20.203625,0.0,15.454472,22.762316,12.520877,19.672674,12.844602,0.0,0.0,22.030476,0.10973352,0.0,0.0,0.0,0.0,0.0,21.90069,0.0,24.499493,0.42421946,0.0,0.0,14.064443,0.0,6.7748704,3.2437277,20.138075,13.82624,0.0,0.0,25.997646,0.0,30.093048,0.0,15.546014,0.0,0.0,0.0,31.120956,34.98313,5.6499443,4.246269,0.0,0.0,0.0,4.217716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8602247,0.0,6.626022,0.0,1.0960932,0.0,28.139238,1.0130283,0.0,31.155277,0.34592018,8.304278,0.0,12.088671,1.3356158,0.0,0.0,0.0,0.0,0.0,22.242168,0.0,0.0,0.0,0.0,0.0,0.0,7.39534,0.0,0.0
018.png,1,0.0,0.0,0.0,10.598614,7.8389263,0.0,0.0,6.725457,0.0,0.0,0.0,0.0,0.0,0.0,18.803194,0.0,17.572441,0.0,16.185808,0.35765815,1.232968,0.0,0.0,0.0,25.660845,0.0,7.9880953,0.0,0.0,0.0,0.0,0.45749298,0.0,15.868544,16.324032,0.0,0.0,0.0,9.778642,0.0,0.0,0.0,0.0,0.0,0.0,12.950183,0.0,10.148707,14.88769,8.741003,13.508337,8.389061,0.0,0.0,15.296027,0.0,0.0,0.0,0.0,0.0,0.0,15.041163,0.0,16.63302,0.31648016,0.0,0.0,9.983755,0.0,4.594706,1.8349481,13.690027,9.723792,0.0,0.0,17.550945,0.0,20.419464,0.0,10.884797,0.0,0.0,0.0,20.387167,23.229254,3.8704627,2.9263651,0.0,0.0,0.0,3.115175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.721778,0.0,4.7782984,0.0,0.25489762,0.0,18.177605,0.81093574,0.0,20.353117,0.31844273,5.5657716,0.0,7.7503433,0.9879489,0.0,0.0,0.0,0.0,0.0,14.801566,0.0,0.0,0.0,0.0,0.0,0.0,4.818426,0.0,0.0
019.png,1,0.0,0.0,0.0,5.7926025,4.7781863,0.0,0.0,3.260039,0.0,0.0,0.0,0.0,0.0,0.0,9.589306,0.0,9.481162,0.0,8.039221,0.26132435,1.3986511,0.0,0.0,0.0,13.505038,0.0,4.6515317,0.0,0.0,0.0,0.0,0.0,0.0,8.47208,7.8520236,0.0,0.0,0.0,5.4762306,0.0,0.0,0.0,0.0,0.0,0.0,6.8078785,0.0,4.9542356,8.05274,4.1019163,7.4206,4.2495775,0.0,0.0,7.701708,0.0,0.0,0.0,0.0,0.0,0.0,7.992103,0.0,9.21135,0.0,0.0,0.0,5.354034,0.0,1.4950776,1.0635073,8.0079775,5.7601213,0.0,0.0,9.09019,0.0,11.012077,0.0,6.2233233,0.0,0.0,0.0,10.20953,13.0135765,1.7794874,1.9697618,0.0,0.0,0.0,1.3034371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4424498,0.0,2.4085777,0.0,0.0,0.0,9.060791,0.5394447,0.0,10.187582,0.0,2.70243,0.0,3.4519298,0.044645898,0.0,0.0,0.0,0.0,0.0,6.9072495,0.0,0.0,0.0,0.0,0.0,0.0,2.21516,0.0,0.0
020.png,1,0.0,0.0,0.0,20.593424,14.378009,0.0,0.0,14.497069,0.0,0.0,0.0,0.0,0.0,0.0,38.136337,0.0,34.792255,0.0,33.492306,0.17726731,1.4869928,0.0,0.0,0.0,50.917004,0.0,15.610343,0.0,0.0,0.0,0.0,1.802473,0.0,31.576267,33.128563,0.0,0.0,0.0,19.412397,0.0,0.0,0.0,0.0,0.0,0.0,27.191208,0.0,21.703156,30.36338,16.477966,25.81716,16.768696,0.0,0.0,29.996145,0.23846811,0.0,0.0,0.0,0.0,0.0,29.40645,0.0,32.232685,1.0863065,0.0,0.0,19.09348,0.0,9.743343,4.0564775,26.557814,18.746464,0.0,0.0,34.240814,0.0,40.176754,0.0,21.326977,0.0,0.0,0.0,41.046413,46.51419,7.6265273,5.5329213,0.0,0.0,0.0,6.0700893,0.0,0.0,0.0,0.0,0.11022489,0.0,0.0,9.939065,0.0,8.994436,0.0,2.0087414,0.0,38.215435,1.0387324,0.0,41.61976,0.6591227,11.948543,0.0,16.323973,1.7216392,0.0,0.0,0.0,0.0,0.0,30.454483,0.0,0.0,0.0,0.0,0.0,0.0,9.718502,0.0,0.0
021.png,1,0.0,0.0,0.0,6.2123537,4.5114174,0.0,0.0,4.165323,0.0,0.0,0.0,0.0,0.0,0.0,11.772503,0.0,10.063596,0.0,9.812588,0.3667475,0.9854463,0.0,0.0,0.0,14.883856,0.0,4.494355,0.0,0.0,0.0,0.0,1.2187742,0.0,9.734576,10.230486,0.0,0.0,0.0,5.311051,0.0,0.0,0.0,0.0,0.0,0.0,8.160733,0.0,6.6981435,9.552744,4.994665,7.4297485,4.954092,0.0,0.0,9.011195,0.3578369,0.0,0.0,0.0,0.0,0.0,9.124545,0.0,9.592179,0.24231935,0.0,0.0,5.120098,0.0,3.337233,1.5537384,8.034791,5.765556,0.0,0.0,10.404306,0.0,12.4735565,0.0,6.1426873,0.0,0.0,0.0,11.824987,13.235851,2.807222,1.4303894,0.0,0.0,0.0,1.576098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9846475,0.0,2.815364,0.0,0.036552444,0.0,11.35659,0.48556587,0.0,12.061012,0.27372673,3.372473,0.0,4.0545692,0.6301613,0.0,0.0,0.0,0.0,0.0,9.1005125,0.0,0.0,0.0,0.0,0.0,0.0,2.872665,0.0,0.0
